(0.19375,
 [{'correct': [('ENGLAND', 'PFUND', 'USA', 'DOLLAR')],
               ('BRUDER', 'SCHWESTER', 'PRINZ', 'PRINZESSIN'),
               ('BRÄUTIGAM', 'BRAUT', 'ENKEL', 'ENKELIN'),
               ('BRÄUTIGAM', 'BRAUT', 'MÄNNLICH', 'WEIBLICH'),
               ('BRÄUTIGAM', 'BRAUT', 'PRINZ', 'PRINZESSIN'),
               ('EHEMANN', 'EHEFRAU', 'ENKEL', 'ENKELIN'),
               ('EHEMANN', 'EHEFRAU', 'MANN', 'FRAU'),
               ('EHEMANN', 'EHEFRAU', 'PRINZ', 'PRINZESSIN'),
               ('EHEMANN', 'EHEFRAU', 'VATER', 'MUTTER'),
               ('ENKEL', 'ENKELIN', 'KÖNIG', 'KÖNIGIN'),
               ('ENKEL', 'ENKELIN', 'PRINZ', 'PRINZESSIN'),
               ('ER', 'SIE', 'MÄNNLICH', 'WEIBLICH'),
               ('ER', 'SIE', 'PRINZ', 'PRINZESSIN'),
               ('ER', 'SIE', 'MÄNNLICH', 'WEIBLICH'),
               ('ER', 'SIE', 'PRINZ', 'PRINZESSIN'),
               ('GROSSVATER', 'GROSSMUTTER', 'KÖNIG', 'KÖNIGIN'),
               ('GROSSVATER', 'GROSSMUTTER', 'MÄNNLICH', 'WEIBLICH'),
               ('GROSSVATER', 'GROSSMUTTER', 'PRINZ', 'PRINZESSIN'),
               ('GROSSVATER', 'GROSSMUTTER', 'VATER', 'MUTTER'),
               ('KÖNIG', 'KÖNIGIN', 'PRINZ', 'PRINZESSIN'),
               ('KÖNIG', 'KÖNIGIN', 'VATER', 'MUTTER'),
               ('MANN', 'FRAU', 'MÄNNLICH', 'WEIBLICH'),
               ('MANN', 'FRAU', 'PARTNER', 'PARTNERIN'),
               ('MANN', 'FRAU', 'PRINZ', 'PRINZESSIN'),
               ('MANN', 'FRAU', 'VATER', 'MUTTER'),
               ('NEFFE', 'NICHTE', 'PRINZ', 'PRINZESSIN'),
               ('ONKEL', 'TANTE', 'PRINZ', 'PRINZESSIN'),
               ('PARTNER', 'PARTNERIN', 'PRINZ', 'PRINZESSIN')],
   'incorrect': [('BRUDER', 'SCHWESTER', 'BRÄUTIGAM', 'BRAUT'),
                 ('BRUDER', 'SCHWESTER', 'EHEMANN', 'EHEFRAU'),
                 ('BRUDER', 'SCHWESTER', 'ER', 'SIE'),
                 ('BRUDER', 'SCHWESTER', 'ER', 'SIE'),
                 ('BRUDER', 'SCHWESTER', 'GROSSVATER', 'GROSSMUTTER'),
                 ('BRUDER', 'SCHWESTER', 'JUNGE', 'MÄDCHEN'),
                 ('BRUDER', 'SCHWESTER', 'MANN', 'FRAU'),
                 ('BRUDER', 'SCHWESTER', 'NEFFE', 'NICHTE'),
                 ('BRUDER', 'SCHWESTER', 'ONKEL', 'TANTE'),
                 ('BRUDER', 'SCHWESTER', 'PAPA', 'MAMA'),
                 ('BRUDER', 'SCHWESTER', 'PARTNER', 'PARTNERIN'),
                 ('BRUDER', 'SCHWESTER', 'VATER', 'MUTTER'),
                 ('BRÄUTIGAM', 'BRAUT', 'EHEMANN', 'EHEFRAU'),
                 ('BRÄUTIGAM', 'BRAUT', 'ER', 'SIE'),
                 ('BRÄUTIGAM', 'BRAUT', 'ER', 'SIE'),
                 ('BRÄUTIGAM', 'BRAUT', 'GROSSVATER', 'GROSSMUTTER'),
                 ('BRÄUTIGAM', 'BRAUT', 'JUNGE', 'MÄDCHEN'),
                 ('BRÄUTIGAM', 'BRAUT', 'KÖNIG', 'KÖNIGIN'),
                 ('BRÄUTIGAM', 'BRAUT', 'MANN', 'FRAU'),
                 ('BRÄUTIGAM', 'BRAUT', 'NEFFE', 'NICHTE'),
                 ('BRÄUTIGAM', 'BRAUT', 'ONKEL', 'TANTE'),
                 ('BRÄUTIGAM', 'BRAUT', 'PAPA', 'MAMA'),
                 ('BRÄUTIGAM', 'BRAUT', 'PARTNER', 'PARTNERIN'),
                 ('BRÄUTIGAM', 'BRAUT', 'VATER', 'MUTTER'),
                 ('EHEMANN', 'EHEFRAU', 'ER', 'SIE'),
                 ('EHEMANN', 'EHEFRAU', 'ER', 'SIE'),
                 ('EHEMANN', 'EHEFRAU', 'GROSSVATER', 'GROSSMUTTER'),
                 ('EHEMANN', 'EHEFRAU', 'JUNGE', 'MÄDCHEN'),
                 ('EHEMANN', 'EHEFRAU', 'KÖNIG', 'KÖNIGIN'),
                 ('EHEMANN', 'EHEFRAU', 'MÄNNLICH', 'WEIBLICH'),
                 ('EHEMANN', 'EHEFRAU', 'NEFFE', 'NICHTE'),
                 ('EHEMANN', 'EHEFRAU', 'ONKEL', 'TANTE'),
                 ('EHEMANN', 'EHEFRAU', 'PAPA', 'MAMA'),
                 ('EHEMANN', 'EHEFRAU', 'PARTNER', 'PARTNERIN'),
                 ('ENKEL', 'ENKELIN', 'ER', 'SIE'),
                 ('ENKEL', 'ENKELIN', 'ER', 'SIE'),
                 ('ENKEL', 'ENKELIN', 'GROSSVATER', 'GROSSMUTTER'),
                 ('ENKEL', 'ENKELIN', 'JUNGE', 'MÄDCHEN'),
                 ('ENKEL', 'ENKELIN', 'MANN', 'FRAU'),
                 ('ENKEL', 'ENKELIN', 'MÄNNLICH', 'WEIBLICH'),
                 ('ENKEL', 'ENKELIN', 'NEFFE', 'NICHTE'),
                 ('ENKEL', 'ENKELIN', 'ONKEL', 'TANTE'),
                 ('ENKEL', 'ENKELIN', 'PAPA', 'MAMA'),
                 ('ENKEL', 'ENKELIN', 'PARTNER', 'PARTNERIN'),
                 ('ENKEL', 'ENKELIN', 'VATER', 'MUTTER'),
                 ('ER', 'SIE', 'ER', 'SIE'),
                 ('ER', 'SIE', 'GROSSVATER', 'GROSSMUTTER'),
                 ('ER', 'SIE', 'JUNGE', 'MÄDCHEN'),
                 ('ER', 'SIE', 'KÖNIG', 'KÖNIGIN'),
                 ('ER', 'SIE', 'MANN', 'FRAU'),
                 ('ER', 'SIE', 'NEFFE', 'NICHTE'),
                 ('ER', 'SIE', 'ONKEL', 'TANTE'),
                 ('ER', 'SIE', 'PAPA', 'MAMA'),
                 ('ER', 'SIE', 'PARTNER', 'PARTNERIN'),
                 ('ER', 'SIE', 'VATER', 'MUTTER'),
                 ('ER', 'SIE', 'GROSSVATER', 'GROSSMUTTER'),
                 ('ER', 'SIE', 'JUNGE', 'MÄDCHEN'),
                 ('ER', 'SIE', 'KÖNIG', 'KÖNIGIN'),
                 ('ER', 'SIE', 'MANN', 'FRAU'),
                 ('ER', 'SIE', 'NEFFE', 'NICHTE'),
                 ('ER', 'SIE', 'ONKEL', 'TANTE'),
                 ('ER', 'SIE', 'PAPA', 'MAMA'),
                 ('ER', 'SIE', 'PARTNER', 'PARTNERIN'),
                 ('ER', 'SIE', 'VATER', 'MUTTER'),
                 ('GROSSVATER', 'GROSSMUTTER', 'JUNGE', 'MÄDCHEN'),
                 ('GROSSVATER', 'GROSSMUTTER', 'MANN', 'FRAU'),
                 ('GROSSVATER', 'GROSSMUTTER', 'NEFFE', 'NICHTE'),
                 ('GROSSVATER', 'GROSSMUTTER', 'ONKEL', 'TANTE'),
                 ('GROSSVATER', 'GROSSMUTTER', 'PAPA', 'MAMA'),
                 ('GROSSVATER', 'GROSSMUTTER', 'PARTNER', 'PARTNERIN'),
                 ('JUNGE', 'MÄDCHEN', 'KÖNIG', 'KÖNIGIN'),
                 ('JUNGE', 'MÄDCHEN', 'MANN', 'FRAU'),
                 ('JUNGE', 'MÄDCHEN', 'MÄNNLICH', 'WEIBLICH'),
                 ('JUNGE', 'MÄDCHEN', 'NEFFE', 'NICHTE'),
                 ('JUNGE', 'MÄDCHEN', 'ONKEL', 'TANTE'),
                 ('JUNGE', 'MÄDCHEN', 'PAPA', 'MAMA'),
                 ('JUNGE', 'MÄDCHEN', 'PARTNER', 'PARTNERIN'),
                 ('JUNGE', 'MÄDCHEN', 'PRINZ', 'PRINZESSIN'),
                 ('JUNGE', 'MÄDCHEN', 'VATER', 'MUTTER'),
                 ('KÖNIG', 'KÖNIGIN', 'MANN', 'FRAU'),
                 ('KÖNIG', 'KÖNIGIN', 'MÄNNLICH', 'WEIBLICH'),
                 ('KÖNIG', 'KÖNIGIN', 'NEFFE', 'NICHTE'),
                 ('KÖNIG', 'KÖNIGIN', 'ONKEL', 'TANTE'),
                 ('KÖNIG', 'KÖNIGIN', 'PAPA', 'MAMA'),
                 ('KÖNIG', 'KÖNIGIN', 'PARTNER', 'PARTNERIN'),
                 ('MANN', 'FRAU', 'NEFFE', 'NICHTE'),
                 ('MANN', 'FRAU', 'ONKEL', 'TANTE'),
                 ('MANN', 'FRAU', 'PAPA', 'MAMA'),
                 ('MÄNNLICH', 'WEIBLICH', 'NEFFE', 'NICHTE'),
                 ('MÄNNLICH', 'WEIBLICH', 'ONKEL', 'TANTE'),
                 ('MÄNNLICH', 'WEIBLICH', 'PAPA', 'MAMA'),
                 ('MÄNNLICH', 'WEIBLICH', 'PARTNER', 'PARTNERIN'),
                 ('MÄNNLICH', 'WEIBLICH', 'PRINZ', 'PRINZESSIN'),
                 ('MÄNNLICH', 'WEIBLICH', 'VATER', 'MUTTER'),
                 ('NEFFE', 'NICHTE', 'ONKEL', 'TANTE'),
                 ('NEFFE', 'NICHTE', 'PAPA', 'MAMA'),
                 ('NEFFE', 'NICHTE', 'PARTNER', 'PARTNERIN'),
                 ('NEFFE', 'NICHTE', 'VATER', 'MUTTER'),
                 ('ONKEL', 'TANTE', 'PAPA', 'MAMA'),
                 ('ONKEL', 'TANTE', 'PARTNER', 'PARTNERIN'),
                 ('ONKEL', 'TANTE', 'VATER', 'MUTTER'),
                 ('PAPA', 'MAMA', 'PARTNER', 'PARTNERIN'),
                 ('PAPA', 'MAMA', 'PRINZ', 'PRINZESSIN'),
                 ('PAPA', 'MAMA', 'VATER', 'MUTTER'),
                 ('PARTNER', 'PARTNERIN', 'VATER', 'MUTTER'),
                 ('PRINZ', 'PRINZESSIN', 'VATER', 'MUTTER')],
   'section': 'family-relations'},
  {'correct': [('ENGLAND', 'PFUND', 'USA', 'DOLLAR'),
               ('ATHEN', 'GRIECHENLAND', 'HELSINKI', 'FINNLAND'),
               ('BAGDAD', 'IRAK', 'TEHERAN', 'IRAN'),
               ('BERLIN', 'DEUTSCHLAND', 'PARIS', 'FRANKREICH'),
               ('HELSINKI', 'FINNLAND', 'LONDON', 'ENGLAND'),
               ('HELSINKI', 'FINNLAND', 'MOSKAU', 'RUSSLAND'),
               ('HELSINKI', 'FINNLAND', 'PARIS', 'FRANKREICH'),
               ('LONDON', 'ENGLAND', 'PARIS', 'FRANKREICH'),
               ('BRASILIEN', 'SÜDAMERIKA', 'KANADA', 'NORDAMERIKA'),
               ('CHINA', 'CHINESISCH', 'ENGLAND', 'ENGLISCH'),
               ('CHINA', 'CHINESISCH', 'FRANKREICH', 'FRANZÖSISCH'),
               ('CHINA', 'CHINESISCH', 'GRIECHENLAND', 'GRIECHISCH'),
               ('CHINA', 'CHINESISCH', 'ITALIEN', 'ITALIENISCH'),
               ('CHINA', 'CHINESISCH', 'JAPAN', 'JAPANISCH'),
               ('CHINA', 'CHINESISCH', 'POLEN', 'POLNISCH'),
               ('CHINA', 'CHINESISCH', 'RUSSLAND', 'RUSSISCH'),
               ('CHINA', 'CHINESISCH', 'SCHWEDEN', 'SCHWEDISCH'),
               ('CHINA', 'CHINESISCH', 'SPANIEN', 'SPANISCH'),
               ('DEUTSCHLAND', 'DEUTSCH', 'ENGLAND', 'ENGLISCH'),
               ('DEUTSCHLAND', 'DEUTSCH', 'FRANKREICH', 'FRANZÖSISCH'),
               ('DEUTSCHLAND', 'DEUTSCH', 'GRIECHENLAND', 'GRIECHISCH'),
               ('DEUTSCHLAND', 'DEUTSCH', 'ITALIEN', 'ITALIENISCH'),
               ('DEUTSCHLAND', 'DEUTSCH', 'JAPAN', 'JAPANISCH'),
               ('DEUTSCHLAND', 'DEUTSCH', 'POLEN', 'POLNISCH'),
               ('DEUTSCHLAND', 'DEUTSCH', 'RUSSLAND', 'RUSSISCH'),
               ('DEUTSCHLAND', 'DEUTSCH', 'SCHWEDEN', 'SCHWEDISCH'),
               ('DEUTSCHLAND', 'DEUTSCH', 'SPANIEN', 'SPANISCH'),
               ('ENGLAND', 'ENGLISCH', 'FRANKREICH', 'FRANZÖSISCH'),
               ('ENGLAND', 'ENGLISCH', 'GRIECHENLAND', 'GRIECHISCH'),
               ('ENGLAND', 'ENGLISCH', 'ITALIEN', 'ITALIENISCH'),
               ('ENGLAND', 'ENGLISCH', 'JAPAN', 'JAPANISCH'),
               ('ENGLAND', 'ENGLISCH', 'POLEN', 'POLNISCH'),
               ('ENGLAND', 'ENGLISCH', 'RUSSLAND', 'RUSSISCH'),
               ('ENGLAND', 'ENGLISCH', 'SCHWEDEN', 'SCHWEDISCH'),
               ('ENGLAND', 'ENGLISCH', 'SPANIEN', 'SPANISCH'),
               ('FRANKREICH', 'FRANZÖSISCH', 'GRIECHENLAND', 'GRIECHISCH'),
               ('FRANKREICH', 'FRANZÖSISCH', 'ITALIEN', 'ITALIENISCH'),
               ('FRANKREICH', 'FRANZÖSISCH', 'JAPAN', 'JAPANISCH'),
               ('FRANKREICH', 'FRANZÖSISCH', 'POLEN', 'POLNISCH'),
               ('FRANKREICH', 'FRANZÖSISCH', 'RUSSLAND', 'RUSSISCH'),
               ('FRANKREICH', 'FRANZÖSISCH', 'SCHWEDEN', 'SCHWEDISCH'),
               ('FRANKREICH', 'FRANZÖSISCH', 'SPANIEN', 'SPANISCH'),
               ('GRIECHENLAND', 'GRIECHISCH', 'ITALIEN', 'ITALIENISCH'),
               ('GRIECHENLAND', 'GRIECHISCH', 'JAPAN', 'JAPANISCH'),
               ('GRIECHENLAND', 'GRIECHISCH', 'POLEN', 'POLNISCH'),
               ('GRIECHENLAND', 'GRIECHISCH', 'RUSSLAND', 'RUSSISCH'),
               ('GRIECHENLAND', 'GRIECHISCH', 'SCHWEDEN', 'SCHWEDISCH'),
               ('GRIECHENLAND', 'GRIECHISCH', 'SPANIEN', 'SPANISCH'),
               ('ITALIEN', 'ITALIENISCH', 'JAPAN', 'JAPANISCH'),
               ('ITALIEN', 'ITALIENISCH', 'POLEN', 'POLNISCH'),
               ('ITALIEN', 'ITALIENISCH', 'RUSSLAND', 'RUSSISCH'),
               ('ITALIEN', 'ITALIENISCH', 'SCHWEDEN', 'SCHWEDISCH'),
               ('ITALIEN', 'ITALIENISCH', 'SPANIEN', 'SPANISCH'),
               ('JAPAN', 'JAPANISCH', 'POLEN', 'POLNISCH'),
               ('JAPAN', 'JAPANISCH', 'RUSSLAND', 'RUSSISCH'),
               ('JAPAN', 'JAPANISCH', 'SCHWEDEN', 'SCHWEDISCH'),
               ('JAPAN', 'JAPANISCH', 'SPANIEN', 'SPANISCH'),
               ('POLEN', 'POLNISCH', 'RUSSLAND', 'RUSSISCH'),
               ('POLEN', 'POLNISCH', 'SCHWEDEN', 'SCHWEDISCH'),
               ('POLEN', 'POLNISCH', 'SPANIEN', 'SPANISCH'),
               ('RUSSLAND', 'RUSSISCH', 'SCHWEDEN', 'SCHWEDISCH'),
               ('RUSSLAND', 'RUSSISCH', 'SPANIEN', 'SPANISCH'),
               ('SCHWEDEN', 'SCHWEDISCH', 'SPANIEN', 'SPANISCH'),
               ('BRUDER', 'SCHWESTER', 'ENKEL', 'ENKELIN'),
               ('BRUDER', 'SCHWESTER', 'KÖNIG', 'KÖNIGIN'),
               ('BRUDER', 'SCHWESTER', 'MÄNNLICH', 'WEIBLICH'),
               ('BRUDER', 'SCHWESTER', 'PRINZ', 'PRINZESSIN'),
               ('BRÄUTIGAM', 'BRAUT', 'ENKEL', 'ENKELIN'),
               ('BRÄUTIGAM', 'BRAUT', 'MÄNNLICH', 'WEIBLICH'),
               ('BRÄUTIGAM', 'BRAUT', 'PRINZ', 'PRINZESSIN'),
               ('EHEMANN', 'EHEFRAU', 'ENKEL', 'ENKELIN'),
               ('EHEMANN', 'EHEFRAU', 'MANN', 'FRAU'),
               ('EHEMANN', 'EHEFRAU', 'PRINZ', 'PRINZESSIN'),
               ('EHEMANN', 'EHEFRAU', 'VATER', 'MUTTER'),
               ('ENKEL', 'ENKELIN', 'KÖNIG', 'KÖNIGIN'),
               ('ENKEL', 'ENKELIN', 'PRINZ', 'PRINZESSIN'),
               ('ER', 'SIE', 'MÄNNLICH', 'WEIBLICH'),
               ('ER', 'SIE', 'PRINZ', 'PRINZESSIN'),
               ('ER', 'SIE', 'MÄNNLICH', 'WEIBLICH'),
               ('ER', 'SIE', 'PRINZ', 'PRINZESSIN'),
               ('GROSSVATER', 'GROSSMUTTER', 'KÖNIG', 'KÖNIGIN'),
               ('GROSSVATER', 'GROSSMUTTER', 'MÄNNLICH', 'WEIBLICH'),
               ('GROSSVATER', 'GROSSMUTTER', 'PRINZ', 'PRINZESSIN'),
               ('GROSSVATER', 'GROSSMUTTER', 'VATER', 'MUTTER'),
               ('KÖNIG', 'KÖNIGIN', 'PRINZ', 'PRINZESSIN'),
               ('KÖNIG', 'KÖNIGIN', 'VATER', 'MUTTER'),
               ('MANN', 'FRAU', 'MÄNNLICH', 'WEIBLICH'),
               ('MANN', 'FRAU', 'PARTNER', 'PARTNERIN'),
               ('MANN', 'FRAU', 'PRINZ', 'PRINZESSIN'),
               ('MANN', 'FRAU', 'VATER', 'MUTTER'),
               ('NEFFE', 'NICHTE', 'PRINZ', 'PRINZESSIN'),
               ('ONKEL', 'TANTE', 'PRINZ', 'PRINZESSIN'),
               ('PARTNER', 'PARTNERIN', 'PRINZ', 'PRINZESSIN')],
   'incorrect': [('CHINA', 'YUAN', 'DEUTSCHLAND', 'EURO'),
                 ('CHINA', 'YUAN', 'DÄNEMARK', 'KRONE'),
                 ('CHINA', 'YUAN', 'ENGLAND', 'PFUND'),
                 ('CHINA', 'YUAN', 'JAPAN', 'YEN'),
                 ('CHINA', 'YUAN', 'RUSSLAND', 'RUBEL'),
                 ('CHINA', 'YUAN', 'USA', 'DOLLAR'),
                 ('DEUTSCHLAND', 'EURO', 'DÄNEMARK', 'KRONE'),
                 ('DEUTSCHLAND', 'EURO', 'ENGLAND', 'PFUND'),
                 ('DEUTSCHLAND', 'EURO', 'JAPAN', 'YEN'),
                 ('DEUTSCHLAND', 'EURO', 'RUSSLAND', 'RUBEL'),
                 ('DEUTSCHLAND', 'EURO', 'USA', 'DOLLAR'),
                 ('DÄNEMARK', 'KRONE', 'ENGLAND', 'PFUND'),
                 ('DÄNEMARK', 'KRONE', 'JAPAN', 'YEN'),
                 ('DÄNEMARK', 'KRONE', 'RUSSLAND', 'RUBEL'),
                 ('DÄNEMARK', 'KRONE', 'USA', 'DOLLAR'),
                 ('ENGLAND', 'PFUND', 'JAPAN', 'YEN'),
                 ('ENGLAND', 'PFUND', 'RUSSLAND', 'RUBEL'),
                 ('JAPAN', 'YEN', 'RUSSLAND', 'RUBEL'),
                 ('JAPAN', 'YEN', 'USA', 'DOLLAR'),
                 ('RUSSLAND', 'RUBEL', 'USA', 'DOLLAR'),
                 ('ATHEN', 'GRIECHENLAND', 'BAGDAD', 'IRAK'),
                 ('ATHEN', 'GRIECHENLAND', 'BANGKOK', 'THAILAND'),
                 ('ATHEN', 'GRIECHENLAND', 'BERLIN', 'DEUTSCHLAND'),
                 ('ATHEN', 'GRIECHENLAND', 'BERN', 'SCHWEIZ'),
                 ('ATHEN', 'GRIECHENLAND', 'HANOI', 'VIETNAM'),
                 ('ATHEN', 'GRIECHENLAND', 'KAIRO', 'ÄGYPTEN'),
                 ('ATHEN', 'GRIECHENLAND', 'KIEW', 'UKRAINE'),
                 ('ATHEN', 'GRIECHENLAND', 'LONDON', 'ENGLAND'),
                 ('ATHEN', 'GRIECHENLAND', 'MELBOURNE', 'AUSTRALIEN'),
                 ('ATHEN', 'GRIECHENLAND', 'MOSKAU', 'RUSSLAND'),
                 ('ATHEN', 'GRIECHENLAND', 'OSLO', 'NORWEGEN'),
                 ('ATHEN', 'GRIECHENLAND', 'OTTAWA', 'KANADA'),
                 ('ATHEN', 'GRIECHENLAND', 'PARIS', 'FRANKREICH'),
                 ('ATHEN', 'GRIECHENLAND', 'ROM', 'ITALIEN'),
                 ('ATHEN', 'GRIECHENLAND', 'STOCKHOLM', 'SCHWEDEN'),
                 ('ATHEN', 'GRIECHENLAND', 'TEHERAN', 'IRAN'),
                 ('ATHEN', 'GRIECHENLAND', 'TOKIO', 'JAPAN'),
                 ('ATHEN', 'GRIECHENLAND', 'WASHINGTON', 'USA'),
                 ('BAGDAD', 'IRAK', 'BANGKOK', 'THAILAND'),
                 ('BAGDAD', 'IRAK', 'BERLIN', 'DEUTSCHLAND'),
                 ('BAGDAD', 'IRAK', 'BERN', 'SCHWEIZ'),
                 ('BAGDAD', 'IRAK', 'HANOI', 'VIETNAM'),
                 ('BAGDAD', 'IRAK', 'HELSINKI', 'FINNLAND'),
                 ('BAGDAD', 'IRAK', 'KAIRO', 'ÄGYPTEN'),
                 ('BAGDAD', 'IRAK', 'KIEW', 'UKRAINE'),
                 ('BAGDAD', 'IRAK', 'LONDON', 'ENGLAND'),
                 ('BAGDAD', 'IRAK', 'MELBOURNE', 'AUSTRALIEN'),
                 ('BAGDAD', 'IRAK', 'MOSKAU', 'RUSSLAND'),
                 ('BAGDAD', 'IRAK', 'OSLO', 'NORWEGEN'),
                 ('BAGDAD', 'IRAK', 'OTTAWA', 'KANADA'),
                 ('BAGDAD', 'IRAK', 'PARIS', 'FRANKREICH'),
                 ('BAGDAD', 'IRAK', 'ROM', 'ITALIEN'),
                 ('BAGDAD', 'IRAK', 'STOCKHOLM', 'SCHWEDEN'),
                 ('BAGDAD', 'IRAK', 'TOKIO', 'JAPAN'),
                 ('BAGDAD', 'IRAK', 'WASHINGTON', 'USA'),
                 ('BANGKOK', 'THAILAND', 'BERLIN', 'DEUTSCHLAND'),
                 ('BANGKOK', 'THAILAND', 'BERN', 'SCHWEIZ'),
                 ('BANGKOK', 'THAILAND', 'HANOI', 'VIETNAM'),
                 ('BANGKOK', 'THAILAND', 'HELSINKI', 'FINNLAND'),
                 ('BANGKOK', 'THAILAND', 'KAIRO', 'ÄGYPTEN'),
                 ('BANGKOK', 'THAILAND', 'KIEW', 'UKRAINE'),
                 ('BANGKOK', 'THAILAND', 'LONDON', 'ENGLAND'),
                 ('BANGKOK', 'THAILAND', 'MELBOURNE', 'AUSTRALIEN'),
                 ('BANGKOK', 'THAILAND', 'MOSKAU', 'RUSSLAND'),
                 ('BANGKOK', 'THAILAND', 'OSLO', 'NORWEGEN'),
                 ('BANGKOK', 'THAILAND', 'OTTAWA', 'KANADA'),
                 ('BANGKOK', 'THAILAND', 'PARIS', 'FRANKREICH'),
                 ('BANGKOK', 'THAILAND', 'ROM', 'ITALIEN'),
                 ('BANGKOK', 'THAILAND', 'STOCKHOLM', 'SCHWEDEN'),
                 ('BANGKOK', 'THAILAND', 'TEHERAN', 'IRAN'),
                 ('BANGKOK', 'THAILAND', 'TOKIO', 'JAPAN'),
                 ('BANGKOK', 'THAILAND', 'WASHINGTON', 'USA'),
                 ('BERLIN', 'DEUTSCHLAND', 'BERN', 'SCHWEIZ'),
                 ('BERLIN', 'DEUTSCHLAND', 'HANOI', 'VIETNAM'),
                 ('BERLIN', 'DEUTSCHLAND', 'HELSINKI', 'FINNLAND'),
                 ('BERLIN', 'DEUTSCHLAND', 'KAIRO', 'ÄGYPTEN'),
                 ('BERLIN', 'DEUTSCHLAND', 'KIEW', 'UKRAINE'),
                 ('BERLIN', 'DEUTSCHLAND', 'LONDON', 'ENGLAND'),
                 ('BERLIN', 'DEUTSCHLAND', 'MELBOURNE', 'AUSTRALIEN'),
                 ('BERLIN', 'DEUTSCHLAND', 'MOSKAU', 'RUSSLAND'),
                 ('BERLIN', 'DEUTSCHLAND', 'OSLO', 'NORWEGEN'),
                 ('BERLIN', 'DEUTSCHLAND', 'OTTAWA', 'KANADA'),
                 ('BERLIN', 'DEUTSCHLAND', 'ROM', 'ITALIEN'),
                 ('BERLIN', 'DEUTSCHLAND', 'STOCKHOLM', 'SCHWEDEN'),
                 ('BERLIN', 'DEUTSCHLAND', 'TEHERAN', 'IRAN'),
                 ('BERLIN', 'DEUTSCHLAND', 'TOKIO', 'JAPAN'),
                 ('BERLIN', 'DEUTSCHLAND', 'WASHINGTON', 'USA'),
                 ('BERN', 'SCHWEIZ', 'HANOI', 'VIETNAM'),
                 ('BERN', 'SCHWEIZ', 'HELSINKI', 'FINNLAND'),
                 ('BERN', 'SCHWEIZ', 'KAIRO', 'ÄGYPTEN'),
                 ('BERN', 'SCHWEIZ', 'KIEW', 'UKRAINE'),
                 ('BERN', 'SCHWEIZ', 'LONDON', 'ENGLAND'),
                 ('BERN', 'SCHWEIZ', 'MELBOURNE', 'AUSTRALIEN'),
                 ('BERN', 'SCHWEIZ', 'MOSKAU', 'RUSSLAND'),
                 ('BERN', 'SCHWEIZ', 'OSLO', 'NORWEGEN'),
                 ('BERN', 'SCHWEIZ', 'OTTAWA', 'KANADA'),
                 ('BERN', 'SCHWEIZ', 'PARIS', 'FRANKREICH'),
                 ('BERN', 'SCHWEIZ', 'ROM', 'ITALIEN'),
                 ('BERN', 'SCHWEIZ', 'STOCKHOLM', 'SCHWEDEN'),
                 ('BERN', 'SCHWEIZ', 'TEHERAN', 'IRAN'),
                 ('BERN', 'SCHWEIZ', 'TOKIO', 'JAPAN'),
                 ('BERN', 'SCHWEIZ', 'WASHINGTON', 'USA'),
                 ('HANOI', 'VIETNAM', 'HELSINKI', 'FINNLAND'),
                 ('HANOI', 'VIETNAM', 'KAIRO', 'ÄGYPTEN'),
                 ('HANOI', 'VIETNAM', 'KIEW', 'UKRAINE'),
                 ('HANOI', 'VIETNAM', 'LONDON', 'ENGLAND'),
                 ('HANOI', 'VIETNAM', 'MELBOURNE', 'AUSTRALIEN'),
                 ('HANOI', 'VIETNAM', 'MOSKAU', 'RUSSLAND'),
                 ('HANOI', 'VIETNAM', 'OSLO', 'NORWEGEN'),
                 ('HANOI', 'VIETNAM', 'OTTAWA', 'KANADA'),
                 ('HANOI', 'VIETNAM', 'PARIS', 'FRANKREICH'),
                 ('HANOI', 'VIETNAM', 'ROM', 'ITALIEN'),
                 ('HANOI', 'VIETNAM', 'STOCKHOLM', 'SCHWEDEN'),
                 ('HANOI', 'VIETNAM', 'TEHERAN', 'IRAN'),
                 ('HANOI', 'VIETNAM', 'TOKIO', 'JAPAN'),
                 ('HANOI', 'VIETNAM', 'WASHINGTON', 'USA'),
                 ('HELSINKI', 'FINNLAND', 'KAIRO', 'ÄGYPTEN'),
                 ('HELSINKI', 'FINNLAND', 'KIEW', 'UKRAINE'),
                 ('HELSINKI', 'FINNLAND', 'MELBOURNE', 'AUSTRALIEN'),
                 ('HELSINKI', 'FINNLAND', 'OSLO', 'NORWEGEN'),
                 ('HELSINKI', 'FINNLAND', 'OTTAWA', 'KANADA'),
                 ('HELSINKI', 'FINNLAND', 'ROM', 'ITALIEN'),
                 ('HELSINKI', 'FINNLAND', 'STOCKHOLM', 'SCHWEDEN'),
                 ('HELSINKI', 'FINNLAND', 'TEHERAN', 'IRAN'),
                 ('HELSINKI', 'FINNLAND', 'TOKIO', 'JAPAN'),
                 ('HELSINKI', 'FINNLAND', 'WASHINGTON', 'USA'),
                 ('KAIRO', 'ÄGYPTEN', 'KIEW', 'UKRAINE'),
                 ('KAIRO', 'ÄGYPTEN', 'LONDON', 'ENGLAND'),
                 ('KAIRO', 'ÄGYPTEN', 'MELBOURNE', 'AUSTRALIEN'),
                 ('KAIRO', 'ÄGYPTEN', 'MOSKAU', 'RUSSLAND'),
